forum,url,country,language,primary_topic,topics,forum_type,status,domain_rating,domain_rating_provider,last_verified_at,registration_access,registration_cost,thread_creation,reply_posting,profile_website_available,profile_backlink_type,profile_link_target_type,profile_indexability,post_body_backlink_type,post_body_link_target_type,thread_indexability,signature_backlink_type,evidence_checked_at
shibutalia.rpg-board.net,https://shibutalia.rpg-board.net/,,en,EDUCATION_STUDENTS,EDUCATION_STUDENTS; GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
shingekinokyojin.rpg-board.net,https://shingekinokyojin.rpg-board.net/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
shinobi-beginning-rp.rpg-board.net,https://shinobi-beginning-rp.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
shinobi-rpg.forumotion.net,https://shinobi-rpg.forumotion.net/forum,,,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,60,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
shinobiarmada.rpg-board.net,https://shinobiarmada.rpg-board.net/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
shinobicentral.rpg-board.net,https://shinobicentral.rpg-board.net/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,INDEPENDENT,DORMANT,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
shinobichron.rpg-board.net,https://shinobichron.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS; CONSTRUCTION,INDEPENDENT,UNKNOWN,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
shinobichronicles.rpg-board.net,https://shinobichronicles.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,INDEPENDENT,DORMANT,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
shinobifables.rpg-board.net,https://shinobifables.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
shinobigaiden.rpg-board.net,https://shinobigaiden.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,HOBBY_COMMUNITY,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
shinobigods.rpg-board.net,https://shinobigods.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
shinobilegacies.rpg-board.net,https://shinobilegacies.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
shinobiliferp.rpg-board.net,https://shinobiliferp.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS,HOBBY_COMMUNITY,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
shinobirevo.rpg-board.net,https://shinobirevo.rpg-board.net/,,en,ECOMMERCE_MARKETPLACES,ECOMMERCE_MARKETPLACES; TRAVEL_EXPAT_IMMIGRATION; GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
shinobirisings.rpg-board.net,https://shinobirisings.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,HOBBY_COMMUNITY,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
shinobisrequiem.rpg-board.net,https://shinobisrequiem.rpg-board.net/,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
shinobitale.rpg-board.net,https://shinobitale.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
shinobitales.rpg-board.net,https://shinobitales.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
shinobiwar.rpg-board.net,https://shinobiwar.rpg-board.net/,,,HEALTH_MEDICINE,HEALTH_MEDICINE; GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
shinobiworldwar.rpg-board.net,https://shinobiworldwar.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS; SPORTS_FITNESS; NEWS_POLITICS_SOCIETY,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
shinobiyume.rpg-board.net,https://shinobiyume.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS,PROFESSIONAL_COMMUNITY,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
"ShipHero Community - Learn, Ask, Share & Build",https://community.shiphero.com/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,72,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,2026-08-27
shippudenfaithrpg.rpg-board.net,https://shippudenfaithrpg.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
shld.rpg-board.net,https://shld.rpg-board.net/,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; TRANSPORT_LOGISTICS; GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Shopify Community,https://community.shopify.com/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; MARKETING_SEO_GROWTH; ECOMMERCE_MARKETPLACES; FINANCE_INVESTING_BANKING; BUSINESS_ENTREPRENEURSHIP,Q_AND_A,ACTIVE,96,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
Shopware Community Forum,https://forum.shopware.com/,,de; en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; MARKETING_SEO_GROWTH; ECOMMERCE_MARKETPLACES; TECHNOLOGY_SOFTWARE; CAREERS_HR_RECRUITMENT,OTHER,ACTIVE,86,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UGC,DIRECT_EXTERNAL,INDEXABLE,UNKNOWN,2026-08-27
shugocharasanctuary.rpg-board.net,https://shugocharasanctuary.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS,HOBBY_COMMUNITY,UNKNOWN,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Sidemount-Forum - Erlebe den Unterschied! Die Community rund ums Sidemount-Tauchen.,https://sidemount-forum.com/,,de,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,OTHER,ACTIVE,8,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Sidetmedord - På Sidetmedord kan du skrive anonymt med en av våre veiledere om hva som helst.,https://sidetmedord.mentalhelse.no/,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,73,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
Sierra Wireless Forum - Sierra Wireless forum,https://forum.sierrawireless.com/,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,OTHER,ACTIVE,72,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
SierraConnect - PCB forum for designers and engineers,https://sierraconnect.protoexpress.com/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; TECHNOLOGY_SOFTWARE; ENGINEERING; LEGAL; NEWS_POLITICS_SOCIETY,OTHER,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Sigma Community,https://community.sigmacomputing.com/,,en,CAREERS_HR_RECRUITMENT,CAREERS_HR_RECRUITMENT,OTHER,ACTIVE,74,Ahrefs,2026-08-26,OPEN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
Signal Processing Stack Exchange,https://dsp.stackexchange.com/,,en,SCIENCE,SCIENCE,Q_AND_A,UNKNOWN,91,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
SignalRGB,https://forum.signalrgb.com/,,,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; HOME_DIY,OTHER,ACTIVE,56,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sijlforum.rpg-board.net,https://sijlforum.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
silverarrows.rpg-board.net,https://silverarrows.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,INDEPENDENT,UNKNOWN,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
SilverBullet Community,https://community.silverbullet.md/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,62,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
Silverfin,https://community.silverfin.com/,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,HOBBY_COMMUNITY,ACTIVE,62,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,2026-08-27
SIM Dispatcher Forums - Forums - SIM Dispatcher,https://forums.sim-dispatcher.com/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,27,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
"simon42 Community - Home Assistant, Smarthome & Technik für alle",https://community.simon42.com/,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,34,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
singlewhitefemale.forumotion.net,https://singlewhitefemale.forumotion.net/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,INDEPENDENT,ACTIVE,60,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-08-27
Sitecore Stack Exchange,https://sitecore.stackexchange.com/,,en,MARKETING_SEO_GROWTH,MARKETING_SEO_GROWTH; TECHNOLOGY_SOFTWARE; BUSINESS_ENTREPRENEURSHIP,Q_AND_A,UNKNOWN,91,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
SitePoint Forums | Web Development & Design Community,https://sitepoint.com/community,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; MARKETING_SEO_GROWTH; ECOMMERCE_MARKETPLACES; PROGRAMMING_DEVELOPMENT; CYBERSECURITY_IT,OTHER,ACTIVE,85,Ahrefs,2026-08-27,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
skaianwars.rpg-board.net,https://skaianwars.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS,HOBBY_COMMUNITY,DORMANT,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Skeptics Stack Exchange,https://skeptics.stackexchange.com/,,en,SCIENCE,SCIENCE; HEALTH_MEDICINE; ANIMALS_PETS; NEWS_POLITICS_SOCIETY,Q_AND_A,UNKNOWN,91,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
SketchUp Community,https://forums.sketchup.com/,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE,OTHER,ACTIVE,85,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
"Skiff HQ Community - SkiffHQ Forum – Microskiffs, Flats Skiffs & Shallow-Water Boats",https://forum.skiffhq.com/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; TRAVEL_EXPAT_IMMIGRATION; MUSIC_ENTERTAINMENT_CULTURE; HOBBIES_COLLECTING_OUTDOORS,OTHER,ACTIVE,1,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
SL Colonies - SL Colonies Discourse Community,https://forum.slcolonies.com/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; FINANCE_INVESTING_BANKING; AGRICULTURE_GARDENING; FOOD_COOKING,OTHER,ACTIVE,4,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
slotpoker.forumotion.asia,https://slotpoker.forumotion.asia/,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,INDEPENDENT,ACTIVE,33,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
SmartThings Community,https://community.smartthings.com/,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; CONSUMER_DEALS_REVIEWS,OTHER,ACTIVE,76,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
Snapmaker: where creation happens,https://forum.snapmaker.com/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; TECHNOLOGY_SOFTWARE; NEWS_POLITICS_SOCIETY,OTHER,ACTIVE,65,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
sneakyworld.rpg-board.net,https://sneakyworld.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS; CREATIVE_DESIGN; NEWS_POLITICS_SOCIETY,HOBBY_COMMUNITY,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
snnrpwv2.rpg-board.net,https://snnrpwv2.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Soaps.com's Message Board - Soap opera message board,https://soaps.sheknows.com/message-boards,,en,MUSIC_ENTERTAINMENT_CULTURE,MUSIC_ENTERTAINMENT_CULTURE; NEWS_POLITICS_SOCIETY,OTHER,ACTIVE,82,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FOLLOW,DIRECT_EXTERNAL,INDEXABLE,UNKNOWN,2026-08-27
socalhorses.forummotion.com,https://socalhorses.forummotion.com/,,,ANIMALS_PETS,ANIMALS_PETS,INDEPENDENT,ACTIVE,45,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
socialchaos.rpg-board.net,https://socialchaos.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS; MUSIC_ENTERTAINMENT_CULTURE,HOBBY_COMMUNITY,DORMANT,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
SocialHub - ActivityPub Special Interest Group,https://socialhub.activitypub.rocks/,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE,OTHER,ACTIVE,73,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
"Software AG Tech Community - Adabas & Natural, CONNX, JOPAZ forums, tutorials and experts",https://techcommunity.softwareag.com/,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; NEWS_POLITICS_SOCIETY,OTHER,ACTIVE,78,Ahrefs,2026-08-26,OPEN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,ROBOTS_BLOCKED,FOLLOW,DIRECT_EXTERNAL,INDEXABLE,UNKNOWN,2026-08-27
Software Engineering Stack Exchange,https://softwareengineering.stackexchange.com/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; PROGRAMMING_DEVELOPMENT; AI_DATA; TECHNOLOGY_SOFTWARE; EDUCATION_STUDENTS,Q_AND_A,UNKNOWN,91,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Software Quality Assurance & Testing Stack Exchange,https://sqa.stackexchange.com/,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; TECHNOLOGY_SOFTWARE; ENGINEERING,Q_AND_A,UNKNOWN,91,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Software Recommendations Stack Exchange,https://softwarerecs.stackexchange.com/,,en,CYBERSECURITY_IT,CYBERSECURITY_IT; TECHNOLOGY_SOFTWARE; BUSINESS_ENTREPRENEURSHIP; MUSIC_ENTERTAINMENT_CULTURE,Q_AND_A,UNKNOWN,91,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Solana Developer Forums - Welcome to the Solana Developer Forums,https://forum.solana.com/,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,OTHER,ACTIVE,86,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UGC,DIRECT_EXTERNAL,INDEXABLE,UNKNOWN,2026-08-27
Solana Stack Exchange,https://solana.stackexchange.com/,,en,CRYPTO_WEB3,CRYPTO_WEB3; TECHNOLOGY_SOFTWARE,Q_AND_A,UNKNOWN,91,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Soldered Community - Soldered Community,https://community.soldered.com/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
