id,name,country,coverage,platform_type,procurement_intelligence_score,procurement_intelligence_band,procurement_model,supplier_actions,foreign_eligibility_state,electronic_submission,browser_check_state,evidence_level,best_for
ua-playtender,PlayTender,ukraine,national,national-procurement,81,EXCEPTIONAL,authorized-marketplace-or-tenant,SEARCH; REGISTER,NOT_VERIFIED,yes,NOT_REQUIRED,VERIFIED,local-sme; industrial-supplier; manufacturer
ua-prozorro,Prozorro,ukraine,national,national-procurement,42,MODERATE,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,no,SCRIPT_RENDERED,VERIFIED,local-sme
ua-smarttender,SmartTender,ukraine,national,national-procurement,48,MODERATE,authorized-marketplace-or-tenant,MONITOR_ONLY,NOT_VERIFIED,yes,NOT_REQUIRED,OBSERVABLE,local-sme
ua-tender-online,TENDER-online (ТЕНДЕР-online),ukraine,national,national-procurement,71,STRONG,authorized-marketplace-or-tenant,SEARCH,NOT_VERIFIED,yes,NOT_REQUIRED,VERIFIED,local-sme; manufacturer; b2b-saas
ua-zakupivli-pro,Zakupivli.PRO (ex Zakupki.prom.ua),ukraine,national,national-procurement,37,MODERATE,authorized-marketplace-or-tenant,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,BOT_PROTECTION,VERIFIED,
ae-abu-dhabi-government-procurement,Abu Dhabi Government Procurement Gate (ADGPG),united-arab-emirates,regional,regional-procurement,71,STRONG,discovery-plus-registration,SEARCH; REGISTER; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,WAF,OBSERVABLE,local-sme; industrial-supplier; professional-services
ae-sharjah-airport-tendering-portal,Sharjah Airport Tendering Portal,united-arab-emirates,institutional,institutional-procurement,30,LIMITED,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,UNSPECIFIED,OBSERVABLE,professional-services; healthcare
ae-eprocurement-portal-for-sharjah,eProcurement Portal for Sharjah Finance Department,united-arab-emirates,regional,regional-procurement,30,LIMITED,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,UNSPECIFIED,OBSERVABLE,
ae-esupply,eSupply,united-arab-emirates,regional,regional-procurement,59,GOOD,discovery-plus-registration,SEARCH; REGISTER; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,WAF,OBSERVABLE,b2b-saas; industrial-supplier; local-sme
ae-digital-procurement-plat,منصة المشتريات الرقمية (Digital Procurement Platform),united-arab-emirates,national,national-procurement,66,STRONG,discovery-plus-registration,SEARCH; REGISTER; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,UNSPECIFIED,VERIFIED,industrial-supplier; local-sme; professional-services
ae-tawreed,نظام توريد (Tawreed),united-arab-emirates,regional,regional-procurement,45,MODERATE,discovery-only,SEARCH; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,unknown,TRANSPORT_FAILURE,VERIFIED,manufacturer; industrial-supplier
uk-contracts-finder,Contracts Finder,united-kingdom,national,national-procurement,63,GOOD,discovery-only,SEARCH,NOT_VERIFIED,unknown,NOT_REQUIRED,VERIFIED,local-sme; manufacturer; industrial-supplier
uk-digital-marketplace,Digital Marketplace (Apply to Supply),united-kingdom,national,sector-procurement,39,MODERATE,unknown,MONITOR_ONLY,NOT_VERIFIED,unknown,NOT_REQUIRED,VERIFIED,local-sme
gb-fcdo-esourcing-portal,FCDO eSourcing Portal,united-kingdom,institutional,institutional-procurement,74,STRONG,discovery-plus-documents,SEARCH; REGISTER; DOWNLOAD_DOCUMENTS; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,UNSPECIFIED,VERIFIED,professional-services; b2b-saas; engineering
uk-find-a-tender,Find a Tender (FTS) / Central Digital Platform,united-kingdom,national,national-procurement,70,STRONG,discovery-only,SEARCH,VERIFIED_ACCEPTED,no,NOT_REQUIRED,VERIFIED,manufacturer; exporter; logistics
uk-public-contracts-scotland,Public Contracts Scotland (PCS),united-kingdom,regional,regional-procurement,66,STRONG,discovery-plus-registration,SEARCH; REGISTER,NOT_VERIFIED,unknown,NOT_REQUIRED,VERIFIED,local-sme; industrial-supplier; manufacturer
uk-public-contracts-scotland-2,Public Contracts Scotland - Tender (PCS-Tender),united-kingdom,regional,regional-procurement,34,LIMITED,authorized-marketplace-or-tenant,MONITOR_ONLY,NOT_VERIFIED,yes,NOT_REQUIRED,OBSERVABLE,
uk-sell2wales-gwerthwchigymru,Sell2Wales / GwerthwchiGymru,united-kingdom,regional,regional-procurement,66,STRONG,discovery-plus-registration,SEARCH; REGISTER,NOT_VERIFIED,unknown,NOT_REQUIRED,VERIFIED,local-sme; industrial-supplier; manufacturer
uk-supplier-registration-service,Supplier Registration Service (Cabinet Office / central government eSourcing),united-kingdom,institutional,institutional-procurement,26,LIMITED,unknown,MONITOR_ONLY,NOT_VERIFIED,unknown,NOT_REQUIRED,OBSERVABLE,
uk-esourcing-ni,eSourcing NI,united-kingdom,regional,regional-procurement,34,LIMITED,unknown,MONITOR_ONLY,NOT_VERIFIED,yes,NOT_REQUIRED,OBSERVABLE,
uk-etenderwales,eTenderWales,united-kingdom,regional,regional-procurement,26,LIMITED,authorized-marketplace-or-tenant,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,SCRIPT_RENDERED,OBSERVABLE,
uk-etendersni,eTendersNI,united-kingdom,regional,regional-procurement,71,STRONG,discovery-plus-registration,SEARCH; REGISTER,NOT_VERIFIED,unknown,NOT_REQUIRED,VERIFIED,local-sme; industrial-supplier; manufacturer
us-az-arizona-procurement-portal,Arizona Procurement Portal (APP),united-states,regional,regional-procurement,75,STRONG,discovery-plus-registration,SEARCH; REGISTER; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,BOT_PROTECTION,VERIFIED,local-sme; industrial-supplier; professional-services
us-il-bidbuy,BidBuy (Illinois),united-states,regional,regional-procurement,68,STRONG,discovery-only,SEARCH,NOT_VERIFIED,yes,NOT_REQUIRED,VERIFIED,b2b-saas; local-sme; professional-services
us-bidnet-direct,BidNet Direct,united-states,national,commercial-aggregator,62,GOOD,discovery-only,SEARCH,NOT_VERIFIED,yes,NOT_REQUIRED,VERIFIED,professional-services; engineering; manufacturer
us-ma-commbuys,COMMBUYS,united-states,regional,regional-procurement,52,GOOD,discovery-only,SEARCH; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,unknown,WAF,OBSERVABLE,local-sme; logistics; professional-services
us-ca-cal-eprocure,Cal eProcure,united-states,regional,regional-procurement,64,GOOD,discovery-only,SEARCH,NOT_VERIFIED,yes,NOT_REQUIRED,OBSERVABLE,b2b-saas; local-sme; logistics
us-co-coloradovss,ColoradoVSS (Colorado Vendor Self Service),united-states,regional,regional-procurement,37,MODERATE,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,unknown,WAF,VERIFIED,local-sme
us-dla-internet-bid-board,DLA Internet Bid Board System (DIBBS),united-states,national,sector-procurement,73,STRONG,discovery-plus-registration,SEARCH; REGISTER; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,COOKIE_GATE,OBSERVABLE,local-sme; industrial-supplier; engineering
us-demandstar,DemandStar (Euna OpenBids),united-states,national,commercial-aggregator,50,GOOD,registration-system,REGISTER; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,SCRIPT_RENDERED,VERIFIED,industrial-supplier; local-sme
us-tn-edison-supplier-portal,Edison Supplier Portal (State of Tennessee),united-states,regional,regional-procurement,80,EXCEPTIONAL,discovery-plus-registration,SEARCH; REGISTER; REQUIRES_BROWSER_CHECK,VERIFIED_ACCEPTED,yes,UNSPECIFIED,VERIFIED,local-sme; industrial-supplier; manufacturer
us-euna-supplier-network,Euna Supplier Network (formerly Bonfire vendor portal),united-states,national,commercial-aggregator,50,GOOD,registration-system,REGISTER; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,SCRIPT_RENDERED,VERIFIED,industrial-supplier; local-sme
us-fedconnect,FedConnect,united-states,national,national-procurement,77,STRONG,discovery-plus-registration,SEARCH; REGISTER,NOT_VERIFIED,yes,NOT_REQUIRED,OBSERVABLE,local-sme; industrial-supplier; engineering
us-gsa-ebuy,GSA eBuy,united-states,national,national-procurement,48,MODERATE,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,TRANSPORT_FAILURE,VERIFIED,b2b-saas; local-sme
us-gsa-eoffer,GSA eOffer / eMod,united-states,national,national-procurement,48,MODERATE,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,TRANSPORT_FAILURE,VERIFIED,b2b-saas; local-sme
us-ga-georgia-procurement-registry,Georgia Procurement Registry (GPR),united-states,regional,regional-procurement,43,MODERATE,unknown,MONITOR_ONLY,NOT_VERIFIED,no,NOT_REQUIRED,VERIFIED,local-sme
us-il-illinois-procurement-bulletin,Illinois Procurement Bulletin - Public Institutions of Higher Education (Illinois Higher Ed Bulletin),united-states,regional,sector-procurement,87,EXCEPTIONAL,full-electronic-procurement,SEARCH; REGISTER; SUBMIT_ELECTRONICALLY,NOT_VERIFIED,yes,NOT_REQUIRED,OBSERVABLE,local-sme; industrial-supplier; healthcare
us-in-indiana-supplier-portal,Indiana Supplier Portal (IDOA),united-states,regional,regional-procurement,75,STRONG,discovery-plus-registration,SEARCH; REGISTER; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,BOT_PROTECTION,VERIFIED,local-sme; industrial-supplier; professional-services
us-mo-missouribuys-statewide-eprocurement-system,MissouriBUYS Statewide eProcurement System,united-states,regional,regional-procurement,75,STRONG,discovery-plus-registration,SEARCH; REGISTER; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,WAF,VERIFIED,local-sme; industrial-supplier; professional-services
us-fl-myfloridamarketplace-vendor-information-portal,MyFloridaMarketPlace Vendor Information Portal (VIP),united-states,regional,regional-procurement,37,MODERATE,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,unknown,SCRIPT_RENDERED,VERIFIED,local-sme
us-nj-njstart,NJSTART,united-states,regional,regional-procurement,68,STRONG,discovery-only,SEARCH,NOT_VERIFIED,yes,NOT_REQUIRED,VERIFIED,local-sme; professional-services; engineering
us-ny-new-york-state-contract,New York State Contract Reporter (NYSCR),united-states,regional,regional-procurement,69,STRONG,discovery-plus-registration,SEARCH; REGISTER,NOT_VERIFIED,no,NOT_REQUIRED,OBSERVABLE,local-sme; industrial-supplier; professional-services
us-nc-north-carolina-electronic-vendor,North Carolina electronic Vendor Portal (eVP),united-states,regional,regional-procurement,71,STRONG,discovery-plus-registration,SEARCH; REGISTER,NOT_VERIFIED,unknown,NOT_REQUIRED,VERIFIED,local-sme; industrial-supplier; professional-services
us-oh-ohiobuys,OhioBuys,united-states,regional,regional-procurement,30,LIMITED,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,UNSPECIFIED,OBSERVABLE,b2b-saas
us-opengov-procurement-supplier-portal,OpenGov Procurement supplier portal,united-states,national,commercial-aggregator,58,GOOD,registration-system,REGISTER; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,BOT_PROTECTION,VERIFIED,local-sme; industrial-supplier
us-pa-pa-supplier-portal,PA Supplier Portal,united-states,regional,regional-procurement,30,LIMITED,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,UNSPECIFIED,OBSERVABLE,
us-pa-pa-emarketplace,PA eMarketplace,united-states,regional,regional-procurement,58,GOOD,discovery-only,SEARCH,NOT_VERIFIED,no,NOT_REQUIRED,OBSERVABLE,local-sme; logistics; professional-services
us-piee-solicitation-module,PIEE Solicitation Module (Procurement Integrated Enterprise Environment),united-states,national,sector-procurement,37,MODERATE,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,SCRIPT_RENDERED,VERIFIED,
us-periscope-s2g,Periscope S2G (BidSync),united-states,national,commercial-aggregator,66,STRONG,full-electronic-procurement,REGISTER; SUBMIT_ELECTRONICALLY,NOT_VERIFIED,yes,NOT_REQUIRED,VERIFIED,industrial-supplier; local-sme
us-public-purchase,Public Purchase,united-states,national,commercial-aggregator,48,MODERATE,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,TRANSPORT_FAILURE,VERIFIED,local-sme
us-questcdn,QuestCDN,united-states,national,commercial-aggregator,50,GOOD,registration-system,REGISTER,NOT_VERIFIED,yes,NOT_REQUIRED,OBSERVABLE,industrial-supplier; local-sme
us-sam-gov,SAM.gov (System for Award Management),united-states,national,national-procurement,75,STRONG,discovery-plus-registration,SEARCH; REGISTER,NOT_VERIFIED,no,NOT_REQUIRED,VERIFIED,local-sme; industrial-supplier; professional-services
us-sba-subnet,SBA SUBNet (Subcontracting Network),united-states,national,national-procurement,42,MODERATE,unknown,MONITOR_ONLY,NOT_VERIFIED,no,NOT_REQUIRED,OBSERVABLE,local-sme
us-mi-sigma-vendor-self-service,SIGMA Vendor Self Service (SIGMA VSS) — State of Michigan,united-states,regional,regional-procurement,45,MODERATE,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,WAF,VERIFIED,local-sme
us-mn-swift-supplier-portal,SWIFT Supplier Portal (State of Minnesota),united-states,regional,regional-procurement,75,STRONG,discovery-plus-registration,SEARCH; REGISTER; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,TRANSPORT_FAILURE,VERIFIED,local-sme; industrial-supplier; professional-services
us-tx-texas-smartbuy,Texas SmartBuy / Electronic State Business Daily (ESBD),united-states,regional,regional-procurement,58,GOOD,discovery-plus-registration,SEARCH; REGISTER,NOT_VERIFIED,unknown,NOT_REQUIRED,OBSERVABLE,industrial-supplier; local-sme; logistics
us-unison-marketplace,Unison Marketplace,united-states,national,b2b-tender-marketplace,43,MODERATE,registration-system,REGISTER; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,UNSPECIFIED,OBSERVABLE,industrial-supplier; local-sme
us-wa-webs,WEBS — Washington's Electronic Business Solution,united-states,regional,regional-procurement,60,GOOD,discovery-only,SEARCH,NOT_VERIFIED,unknown,NOT_REQUIRED,VERIFIED,local-sme; professional-services; engineering
us-va-eva,eVA — Virginia's eProcurement Marketplace,united-states,regional,regional-procurement,91,EXCEPTIONAL,full-electronic-procurement,SEARCH; REGISTER; SUBMIT_ELECTRONICALLY,NOT_VERIFIED,yes,NOT_REQUIRED,VERIFIED,local-sme; industrial-supplier; professional-services
uy-compras-estatales,Compras Estatales,uruguay,national,national-procurement,69,STRONG,discovery-plus-registration,SEARCH; REGISTER,NOT_VERIFIED,unknown,NOT_REQUIRED,OBSERVABLE,local-sme; industrial-supplier; logistics
vn-he-thong-mang-au,"Hệ thống mạng đấu thầu quốc gia (Vietnam National Electronic Procurement System, VNEPS)",vietnam,national,national-procurement,82,EXCEPTIONAL,discovery-plus-registration,SEARCH; REGISTER; REQUIRES_BROWSER_CHECK,VERIFIED_ACCEPTED,yes,SCRIPT_RENDERED,VERIFIED,local-sme; b2b-saas; industrial-supplier
vn-trung-tam-mua-sam,Trung tâm Mua sắm tập trung thuốc Quốc gia (National Centre for Drug Procurement),vietnam,national,sector-procurement,54,GOOD,discovery-only,SEARCH,NOT_VERIFIED,unknown,NOT_REQUIRED,OBSERVABLE,logistics; local-sme; it-software
zm-e-gp-system,e-GP System,zambia,national,national-procurement,29,LIMITED,unknown,MONITOR_ONLY,NOT_VERIFIED,unknown,NOT_REQUIRED,OBSERVABLE,
