research_rank,forum,url,status,domain_rating,country,primary_language,primary_topic,topics,forum_type,last_verified_at
394,"Nym Community - Join and help create an online world free from surveillance, targeting and discrimination. The Nym community is all about achieving this mission together!",https://forum.nym.com/,ACTIVE,71,,en,EDUCATION_STUDENTS,EDUCATION_STUDENTS; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
395,openFrameworks,https://forum.openframeworks.cc/,ACTIVE,71,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-27
396,OpenSanctions,https://discuss.opensanctions.org/,ACTIVE,71,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
397,Qoder forum - Think Deeper. Build Better.,https://forum.qoder.com/,ACTIVE,71,,,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; TECHNOLOGY_SOFTWARE,OTHER,2026-08-26
398,Thunkable Community - Find no code mobile app development answers,https://community.thunkable.com/,ACTIVE,71,,en,EDUCATION_STUDENTS,EDUCATION_STUDENTS; GAMING_ESPORTS; HOME_DIY,HOBBY_COMMUNITY,2026-08-26
399,World Liberty Financial,https://governance.worldlibertyfinancial.com/,ACTIVE,71,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
400,Zetetic Community Discussion,https://discuss.zetetic.net/,ACTIVE,71,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
401,"Ampere arm64 Developer Community - Where Ampere and arm64 developers come, meet, and learn!",https://community.amperecomputing.com/,ACTIVE,70,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; PROGRAMMING_DEVELOPMENT; ARCHITECTURE_DESIGN; NEWS_POLITICS_SOCIETY,Q_AND_A,2026-08-26
402,Anova Community | Food Nerd Forum | Anova Culinary,https://community.anovaculinary.com/,ACTIVE,70,,en,FOOD_COOKING,FOOD_COOKING; PARENTING_FAMILY,OTHER,2026-08-26
403,Arbitrum - Arbitrum Governance Forum,https://forum.arbitrum.foundation/,ACTIVE,70,,en,CRYPTO_WEB3,CRYPTO_WEB3; CYBERSECURITY_IT; BUSINESS_ENTREPRENEURSHIP; GAMING_ESPORTS,HOBBY_COMMUNITY,2026-08-26
404,DJ TechTools Forum,https://forum.djtechtools.com/,ACTIVE,70,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; TECHNOLOGY_SOFTWARE; MUSIC_ENTERTAINMENT_CULTURE; NEWS_POLITICS_SOCIETY; CONSUMER_DEALS_REVIEWS,OTHER,2026-08-26
405,GMX,https://gov.gmx.io/,ACTIVE,70,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
406,Kurviger Forum,https://forum.kurviger.com/,ACTIVE,70,,en,AUTOMOTIVE,AUTOMOTIVE; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
407,LightBurn Software Forum - LightBurn support community,https://forum.lightburnsoftware.com/,ACTIVE,70,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; CAREERS_HR_RECRUITMENT,OTHER,2026-08-26
408,Livepeer Forum,https://forum.livepeer.org/,ACTIVE,70,,en,FINANCE_INVESTING_BANKING,FINANCE_INVESTING_BANKING,OTHER,2026-08-26
409,McNeel Forum,https://discourse.mcneel.com/,ACTIVE,70,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; TECHNOLOGY_SOFTWARE; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
410,MuPDF Forum,https://forum.mupdf.com/,ACTIVE,70,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
411,Naim Audio - Community - Naim Audio,https://community.naimaudio.com/,ACTIVE,70,,en,MUSIC_ENTERTAINMENT_CULTURE,MUSIC_ENTERTAINMENT_CULTURE,OTHER,2026-08-26
412,NocoDB - All things related to NocoDB,https://community.nocodb.com/,ACTIVE,70,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,OTHER,2026-08-26
413,OpenNebula Community Forum,https://forum.opennebula.io/,ACTIVE,70,,en,ECOMMERCE_MARKETPLACES,ECOMMERCE_MARKETPLACES,OTHER,2026-08-26
414,OpenRent Landlord & Tenant Forum,https://community.openrent.co.uk/,ACTIVE,70,,en,LEGAL,LEGAL; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
415,Pickaxe Community Forum - A forum for prompt design and business applications of LLMs.,https://community.pickaxe.co/,ACTIVE,70,,en,AI_DATA,AI_DATA; BUSINESS_ENTREPRENEURSHIP,OTHER,2026-08-26
416,"QuestDB Community - For developers, by developers. Interact with the QuestDB developers and the open source community.",https://community.questdb.com/,ACTIVE,70,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
417,ShapeShift,https://forum.shapeshift.com/,ACTIVE,70,,en,MARKETING_SEO_GROWTH,MARKETING_SEO_GROWTH; ENGINEERING,OTHER,2026-08-26
418,Text Blaze Community,https://community.blaze.today/,ACTIVE,70,,en,HEALTH_MEDICINE,HEALTH_MEDICINE; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
419,WaniKani Community,https://community.wanikani.com/,ACTIVE,70,,en,MUSIC_ENTERTAINMENT_CULTURE,MUSIC_ENTERTAINMENT_CULTURE,OTHER,2026-08-26
420,WeWeb Community - Get help and learn what people are building with WeWeb,https://community.weweb.io/,ACTIVE,70,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; CAREERS_HR_RECRUITMENT,OTHER,2026-08-26
421,Astar Forum - Astar - A web3 Collective!,https://forum.astar.network/,ACTIVE,69,,en,FINANCE_INVESTING_BANKING,FINANCE_INVESTING_BANKING; CRYPTO_WEB3,OTHER,2026-08-26
422,Aztec,https://forum.aztec.network/,ACTIVE,69,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
423,BookBrowse Community Forum - An online book club and community for book lovers.,https://community.bookbrowse.com/,ACTIVE,69,,en,SCIENCE,SCIENCE; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
424,Bright Pattern Community - Best Community Ever,https://community.brightpattern.com/,ACTIVE,69,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,Q_AND_A,2026-08-26
425,Delta Exchange India,https://community.delta.exchange/,ACTIVE,69,india,en,FINANCE_INVESTING_BANKING,FINANCE_INVESTING_BANKING; CRYPTO_WEB3,LOCAL_REGIONAL,2026-08-26
426,IPFire Community - The IPFire Community Forum,https://community.ipfire.org/,ACTIVE,69,,en,CYBERSECURITY_IT,CYBERSECURITY_IT; WEB_HOSTING_DOMAINS; TECHNOLOGY_SOFTWARE; SPORTS_FITNESS,OTHER,2026-08-26
427,kirupaForum,https://forum.kirupa.com/,ACTIVE,69,,,CAREERS_HR_RECRUITMENT,CAREERS_HR_RECRUITMENT; GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,HOBBY_COMMUNITY,2026-08-26
428,LAJI.FI-foorumi,https://foorumi.laji.fi/,ACTIVE,69,,zh,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
429,NetBird - NetBird,https://forum.netbird.io/,ACTIVE,69,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; CYBERSECURITY_IT; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
430,Settlement.Org Discussion Forum - Settlement.Org Discussion Forum | Information You Can Trust,https://discourse.settlement.org/,ACTIVE,69,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; EDUCATION_STUDENTS; HEALTH_MEDICINE; PARENTING_FAMILY; LEGAL,OTHER,2026-08-26
431,The Club: Software Testing & Quality Engineering Community Forum | Ministry of Testing - The Club,https://club.ministryoftesting.com/,ACTIVE,69,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; CAREERS_HR_RECRUITMENT; ENGINEERING,OTHER,2026-08-26
432,a-warriors-story.forumieren.de,https://a-warriors-story.forumieren.de/,ACTIVE,68,,en,EDUCATION_STUDENTS,EDUCATION_STUDENTS; GAMING_ESPORTS; ANIMALS_PETS,HOBBY_COMMUNITY,2026-08-26
433,adminForge Community - adminForge.de Community,https://community.adminforge.de/,ACTIVE,68,,,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE,OTHER,2026-08-26
434,Cumulocity Tech Community - Cumulocity Tech Community,https://community.cumulocity.com/,ACTIVE,68,,en,CYBERSECURITY_IT,CYBERSECURITY_IT; BUSINESS_ENTREPRENEURSHIP; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
435,Discussion Forum — PennyLane,https://discuss.pennylane.ai/,ACTIVE,68,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE,OTHER,2026-08-26
436,Dlubal Community - Home for Structural Engineers,https://community.dlubal.com/,ACTIVE,68,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; EDUCATION_STUDENTS; ENGINEERING; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
437,EthosCE Support Community,https://community.ethosce.com/,ACTIVE,68,,en,EDUCATION_STUDENTS,EDUCATION_STUDENTS; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
438,Inventables Community Forum,https://community.inventables.com/,ACTIVE,68,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE,OTHER,2026-08-26
439,Mender Hub,https://hub.mender.io/,ACTIVE,68,,en,PARENTING_FAMILY,PARENTING_FAMILY,OTHER,2026-08-26
440,Neural DSP - Neural DSP Forum,https://unity.neuraldsp.com/,ACTIVE,68,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
441,romantictravel.forumieren.de,https://romantictravel.forumieren.de/,ACTIVE,68,,,TRAVEL_EXPAT_IMMIGRATION,TRAVEL_EXPAT_IMMIGRATION,INDEPENDENT,2026-08-26
442,The Tempest Weather Community,https://community.tempest.earth/,ACTIVE,68,,zh,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
443,Umbrel Community - A friendly place to discuss all things Umbrel and to connect with the community.,https://community.umbrel.com/,ACTIVE,68,,en,CRYPTO_WEB3,CRYPTO_WEB3,OTHER,2026-08-26
444,Avogadro Discussion,https://discuss.avogadro.cc/,ACTIVE,67,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
445,Beeminder Forum,https://forum.beeminder.com/,ACTIVE,67,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
446,F# Software Foundation Community Forums,https://forums.fsharp.org/,ACTIVE,67,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE,OTHER,2026-08-26
447,NCAS Modelling Support,https://cms-helpdesk.ncas.ac.uk/,ACTIVE,67,,en,SCIENCE,SCIENCE,OTHER,2026-08-26
448,PyMC Discourse,https://discourse.pymc.io/,ACTIVE,67,,en,CAREERS_HR_RECRUITMENT,CAREERS_HR_RECRUITMENT; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
449,Shapr3D Community,https://discourse.shapr3d.com/,ACTIVE,67,,en,ENGINEERING,ENGINEERING; HOME_DIY; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
450,Tradovate Forum - Tradovate's user forum,https://community.tradovate.com/,ACTIVE,67,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
451,"CFI Forums - Intelligent, passionate, concerned, polite",https://forum.centerforinquiry.org/,ACTIVE,66,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; TECHNOLOGY_SOFTWARE; SCIENCE; HEALTH_MEDICINE; MUSIC_ENTERTAINMENT_CULTURE,OTHER,2026-08-26
452,Choice of Games Forum,https://forum.choiceofgames.com/,ACTIVE,66,,en,LEGAL,LEGAL,PROFESSIONAL_COMMUNITY,2026-08-26
453,Colorlib Support Forum,https://colorlibsupport.com/,ACTIVE,66,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
454,in_thread,https://in-thread.sonic-pi.net/,ACTIVE,66,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,OTHER,2026-08-26
455,LulzBot,https://forum.lulzbot.com/,ACTIVE,66,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; EDUCATION_STUDENTS; NEWS_POLITICS_SOCIETY,EDUCATION_COMMUNITY,2026-08-26
456,Manager Forum,https://forum.manager.io/,ACTIVE,66,,en,FINANCE_INVESTING_BANKING,FINANCE_INVESTING_BANKING; TECHNOLOGY_SOFTWARE,OTHER,2026-08-26
457,Mappedin Community,https://community.mappedin.com/,ACTIVE,66,,en,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
458,Omni Community,https://community.omni.co/,ACTIVE,66,,,CAREERS_HR_RECRUITMENT,CAREERS_HR_RECRUITMENT,OTHER,2026-08-26
459,Stardog Community,https://community.stardog.com/,ACTIVE,66,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
460,Tryton Discussion - Tryton forum,https://discuss.tryton.org/,ACTIVE,66,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; TECHNOLOGY_SOFTWARE; BUSINESS_ENTREPRENEURSHIP; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
461,Blue Robotics Community Forums,https://discuss.bluerobotics.com/,ACTIVE,65,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; TECHNOLOGY_SOFTWARE; AUTOMOTIVE; HOME_DIY,OTHER,2026-08-26
462,"Emma Community - The official community of Emma, the savings app.",https://community.emma-app.com/,ACTIVE,65,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; FINANCE_INVESTING_BANKING; CRYPTO_WEB3; EDUCATION_STUDENTS; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
463,EndeavourOS - A terminal-centric distro with a vibrant and friendly community at its core.,https://forum.endeavouros.com/,ACTIVE,65,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,HOBBY_COMMUNITY,2026-08-26
464,Forum - JabRef - Offical JabRef support form,https://discourse.jabref.org/,ACTIVE,65,,zh,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
465,"Mylio User Forum - User driven discussion, and help for Mylio Photos",https://forum.mylio.com/,ACTIVE,65,,en,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
466,Pinegrow Community Forum - Help and Support about Pinegrow Web Editor,https://forum.pinegrow.com/,ACTIVE,65,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,OTHER,2026-08-26
467,RealEquity Developer Forum - Real estate platform of the future,https://developerforum.realequity.dk/,ACTIVE,65,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; CYBERSECURITY_IT,OTHER,2026-08-26
468,Snapmaker: where creation happens,https://forum.snapmaker.com/,ACTIVE,65,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; TECHNOLOGY_SOFTWARE; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
469,Tiller Community - Find and share inspiration about using Tiller to get in control of your money.,https://community.tiller.com/,ACTIVE,65,,en,FINANCE_INVESTING_BANKING,FINANCE_INVESTING_BANKING; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
470,Toad World® Forums,https://forums.toadworld.com/,ACTIVE,65,,en,BUSINESS_ENTREPRENEURSHIP,BUSINESS_ENTREPRENEURSHIP,OTHER,2026-08-26
471,awork Community,https://community.awork.com/,ACTIVE,64,,de,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,OTHER,2026-08-26
472,"Clean Energy Reviews Forum - Solar panel, inverter & battery reviews and information",https://forum.cleanenergyreviews.info/,ACTIVE,64,,en,AUTOMOTIVE,AUTOMOTIVE; CONSUMER_DEALS_REVIEWS,OTHER,2026-08-26
473,hobbyDB,https://forum.hobbydb.com/,ACTIVE,64,,en,ECOMMERCE_MARKETPLACES,ECOMMERCE_MARKETPLACES; FINANCE_INVESTING_BANKING,HOBBY_COMMUNITY,2026-08-26
474,Komunita Svět Androida,https://komunita.svetandroida.cz/,ACTIVE,64,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
475,Mayan EDMS community forum - Community forum for users of Mayan EDMS,https://forum.mayan-edms.com/,ACTIVE,64,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
476,Alliance for OpenUSD,https://forum.aousd.org/,ACTIVE,63,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
477,"Camunda Forum - Community discussion on Camunda, including business process management and process automation",https://forum.camunda.io/,ACTIVE,63,,en,BUSINESS_ENTREPRENEURSHIP,BUSINESS_ENTREPRENEURSHIP; CAREERS_HR_RECRUITMENT,OTHER,2026-08-26
478,Fibery.io Community,https://community.fibery.io/,ACTIVE,63,,en,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
479,FoundationDB,https://forums.foundationdb.org/,ACTIVE,63,,en,SPORTS_FITNESS,SPORTS_FITNESS,OTHER,2026-08-26
480,Hanakai,https://discourse.hanakai.org/,ACTIVE,63,,en,CAREERS_HR_RECRUITMENT,CAREERS_HR_RECRUITMENT,OTHER,2026-08-26
481,let's talk,https://letstalk.mindline.sg/,ACTIVE,63,,,FINANCE_INVESTING_BANKING,FINANCE_INVESTING_BANKING; EDUCATION_STUDENTS; HEALTH_MEDICINE; PARENTING_FAMILY,EDUCATION_COMMUNITY,2026-08-26
482,PsychoPy,https://discourse.psychopy.org/,ACTIVE,63,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; CAREERS_HR_RECRUITMENT; CONSTRUCTION,OTHER,2026-08-26
483,TALER ICH - TALER Integration Community Hub,https://ich.taler.net/,ACTIVE,63,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; BUSINESS_ENTREPRENEURSHIP; HEALTH_MEDICINE,OTHER,2026-08-26
484,"Alice Blue Community - Alice Blue's community forum is the next step the company is taking to get closer to our clients. On this platform, users can ask questions and explore all a",https://community.aliceblueonline.com/,ACTIVE,62,,en,FINANCE_INVESTING_BANKING,FINANCE_INVESTING_BANKING; CYBERSECURITY_IT; BUSINESS_ENTREPRENEURSHIP; EDUCATION_STUDENTS,OTHER,2026-08-26
485,Navigraph,https://forum.navigraph.com/,ACTIVE,62,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,HOBBY_COMMUNITY,2026-08-26
486,Open OnDemand - Open OnDemand Community Forums,https://discourse.openondemand.org/,ACTIVE,62,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
487,PS Audio,https://forum.psaudio.com/,ACTIVE,62,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; MUSIC_ENTERTAINMENT_CULTURE,OTHER,2026-08-26
488,QField community - QField community,https://community.qfield.org/,ACTIVE,62,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE,OTHER,2026-08-26
489,SilverBullet Community,https://community.silverbullet.md/,ACTIVE,62,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
490,Silverfin,https://community.silverfin.com/,ACTIVE,62,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,HOBBY_COMMUNITY,2026-08-26
491,Tarnkappe.info Forum,https://tarnkappe.info/forum,ACTIVE,62,,,CYBERSECURITY_IT,CYBERSECURITY_IT; TECHNOLOGY_SOFTWARE; ENGINEERING,OTHER,2026-08-26
492,Art of Memory Forum,https://forum.artofmemory.com/,ACTIVE,61,,en,EDUCATION_STUDENTS,EDUCATION_STUDENTS; HEALTH_MEDICINE; LEGAL,OTHER,2026-08-27
493,chessmaster.ahlamontada.com,https://chessmaster.ahlamontada.com/,ACTIVE,61,,,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE,INDEPENDENT,2026-08-26
494,Code with Mosh Forum,https://forum.codewithmosh.com/,ACTIVE,61,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,OTHER,2026-08-26
495,Collective2,https://forums.collective2.com/,ACTIVE,61,,,FINANCE_INVESTING_BANKING,FINANCE_INVESTING_BANKING; PROGRAMMING_DEVELOPMENT; TECHNOLOGY_SOFTWARE,OTHER,2026-08-26
496,discuss.pixls.us - Free Software Photography,https://discuss.pixls.us/,ACTIVE,61,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; LEGAL,OTHER,2026-08-26
497,Forum Finance n°1 pour les investisseurs en France - Finary - Le forum finance n°1 pour les investisseurs en France,https://community.finary.com/,ACTIVE,61,france,fr,FINANCE_INVESTING_BANKING,FINANCE_INVESTING_BANKING; CRYPTO_WEB3; ANIMALS_PETS,LOCAL_REGIONAL,2026-08-26
498,Garuda Linux Forum - If it's not fun you're doing it wrong,https://forum.garudalinux.org/,ACTIVE,61,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
499,Infinite Flight Community,https://community.infiniteflight.com/,ACTIVE,61,,en,EDUCATION_STUDENTS,EDUCATION_STUDENTS; TRANSPORT_LOGISTICS,OTHER,2026-08-26
500,Pebble,https://forum.repebble.com/,ACTIVE,61,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; PROGRAMMING_DEVELOPMENT,OTHER,2026-08-26
