platform,collection,country,audience,actionability_status,next_action,action_url,cost,execution_confidence,difficulty,publishing_time,evidence_action_url,blocker,missing,native_score,native_signal,source_collection_url
Refresh Miami,"Media, PR & Publishing",United States,local,NEEDS_RESEARCH,Research the submission route,,free,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,78,Media Score 78 (Strong),/research/media-pr-publishing/
Registro Imprese,Business Directories,Italy,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,68,"tier tier2, priority P2",/research/business-directories/opportunities/
Reklama5,Marketplace & Classified Platforms,North Macedonia,,READY,Post a classified listing,https://reklama5.com/Help/HelpAdvertisment,freemium,LOW,Unknown,Unknown,verified,,,77,"accepts both sellers, freemium",/research/marketplaces/
Remonttitarjous,Business Directories,Finland,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Renewable Energy World,"Media, PR & Publishing",United States,global,READY,Submit a contributed article,https://www.renewableenergyworld.com/contact-us/,free,MEDIUM,Unknown,Unknown,verified,,,89,Media Score 89 (Exceptional),/research/media-pr-publishing/
RenoQuotes,Business Directories,Canada,canada,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
RepairPal,Business Directories,United States,united-states,NEEDS_BROWSER,Verify the route in a browser,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Republic Europe,Business Directories,Global,europe; united-kingdom,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,82,"tier tier1, priority P3",/research/business-directories/opportunities/
ResellerRatings,Business Directories,Global,global; north-america,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,68,"tier tier2, priority P2",/research/business-directories/opportunities/
ResponseSource,"Media, PR & Publishing",United Kingdom,national,READY,Distribute a press release,https://pressreleases.responsesource.com/send/release_main.php,paid,LOW,Unknown,Unknown,verified,,,67,Media Score 67 (Good),/research/media-pr-publishing/
Rest.co.il,Business Directories,Israel,country-specific,NEEDS_BROWSER,Verify the route in a browser,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,68,"tier tier2, priority P2",/research/business-directories/opportunities/
Restaurant Business,"Media, PR & Publishing",United States,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
Restaurant Guru,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Restaurantes.com,Business Directories,Spain,country-specific,NEEDS_BROWSER,Verify the route in a browser,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Restaurantji,Business Directories,United States,united-states,READY,Create a business profile,https://www.restaurantji.com/addbusiness.php,unknown,LOW,Unknown,Unknown,verified,,,56,"tier tier3, priority P3",/research/business-directories/opportunities/
Restorando,Business Directories,Argentina,latam,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,68,"tier tier2, priority P2",/research/business-directories/opportunities/
Resy,Business Directories,United States,united-states,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Retail Brew,"Media, PR & Publishing",United States,global,NEEDS_BROWSER,Verify the route in a browser,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
Retail Dive,"Media, PR & Publishing",United States,national,READY,Submit company news,https://www.retaildive.com/submit-tip/,unknown,LOW,Unknown,Unknown,verified,,,86,Media Score 86 (Strong),/research/media-pr-publishing/
Retail TouchPoints,"Media, PR & Publishing",United States,national,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
RetailWire,"Media, PR & Publishing",United States,national,READY,Submit company news,https://retailwire.com/about/,free,LOW,Unknown,Unknown,verified,,,87,Media Score 87 (Strong),/research/media-pr-publishing/
Retty,Business Directories,Japan,japan,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,86,"tier tier1, priority P2",/research/business-directories/opportunities/
Reverb,Marketplace & Classified Platforms,United States,,READY,Create a seller account,https://reverb.com/sell/search,paid,LOW,Unknown,Unknown,verified,,,68,"accepts both sellers, paid",/research/marketplaces/
Reviews.io,Business Directories,Global,global; united-kingdom,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,68,"tier tier2, priority P2",/research/business-directories/opportunities/
Revolico,Marketplace & Classified Platforms,Cuba,,READY,Post a classified listing,https://www.revolico.com/auth?redirectToPath=%2Fitem%2Fpublish,freemium,LOW,Unknown,Unknown,verified,,,77,"accepts both sellers, freemium",/research/marketplaces/
Ricardo,Marketplace & Classified Platforms,Switzerland,,NEEDS_RESEARCH,Research the submission route,,freemium,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,77,"accepts both sellers, freemium",/research/marketplaces/
Richmond BizSense,"Media, PR & Publishing",United States,local,NEEDS_BROWSER,Verify the route in a browser,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
Rikunabi,Business Directories,Japan,japan,NEEDS_BROWSER,Verify the route in a browser,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,86,"tier tier1, priority P2",/research/business-directories/opportunities/
Riyasewana,Marketplace & Classified Platforms,Sri Lanka,,NEEDS_RESEARCH,Research the submission route,,freemium,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,74,"accepts both sellers, freemium",/research/marketplaces/
Robotics Business Review,"Media, PR & Publishing",United States,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
Rocketpunch,Business Directories,South Korea,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,86,"tier tier1, priority P2",/research/business-directories/opportunities/
Root.cz,"Media, PR & Publishing",Czech Republic,national,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
Rover,Business Directories,United States,north-america,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Rozee.pk,Business Directories,Pakistan,country-specific,NEEDS_BROWSER,Verify the route in a browser,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,86,"tier tier1, priority P2",/research/business-directories/opportunities/
Ruby Lane,Marketplace & Classified Platforms,United States,,NEEDS_RESEARCH,Research the submission route,,paid,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,80,"accepts business sellers, paid",/research/marketplaces/
RubyGems.org,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,78,"tier tier1, priority P3",/research/business-directories/opportunities/
Rumah123,Marketplace & Classified Platforms,Indonesia,,NEEDS_RESEARCH,Research the submission route,,paid,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,68,"accepts both sellers, paid",/research/marketplaces/
Rusprofile,Business Directories,Russia,europe,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,68,"tier tier2, priority P2",/research/business-directories/opportunities/
Rust Foundation Members,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Ruten,Marketplace & Classified Platforms,Taiwan,,NEEDS_RESEARCH,Research the submission route,,freemium,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,77,"accepts both sellers, freemium",/research/marketplaces/
Rwanda Online,Business Directories,Rwanda,country-specific,READY,Create a business profile,https://www.rwandaonline.rw/post-a-listing/,unknown,LOW,Unknown,Unknown,verified,,,56,"tier tier3, priority P3",/research/business-directories/opportunities/
Rzetelna Firma,Business Directories,Poland,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
SACCI,Business Directories,South Africa,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
SAP Partner Finder,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,86,"tier tier1, priority P2",/research/business-directories/opportunities/
SAPO Tek,"Media, PR & Publishing",Portugal,national,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
SCMP Tech,"Media, PR & Publishing",Hong Kong,regional,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
SEEK,Marketplace & Classified Platforms,Australia,,NEEDS_BROWSER,Verify the route in a browser,,paid,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,72,"accepts business sellers, paid",/research/marketplaces/
SEEK Company Profiles,Business Directories,Australia,australia,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,86,"tier tier1, priority P2",/research/business-directories/opportunities/
SGS Certified Clients,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
SICCI,Business Directories,Singapore,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
SOOIPP,Business Directories,Poland,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
SS.COM,Marketplace & Classified Platforms,Latvia,,NEEDS_RESEARCH,Research the submission route,,freemium,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,77,"accepts both sellers, freemium",/research/marketplaces/
STATION F,Business Directories,France,europe,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,86,"tier tier1, priority P2",/research/business-directories/opportunities/
STT Info,"Media, PR & Publishing",Finland,national,NEEDS_RESEARCH,Research the submission route,,paid,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,46,Media Score 46 (Limited),/research/media-pr-publishing/
SUUMO,Marketplace & Classified Platforms,Japan,,NEEDS_RESEARCH,Research the submission route,,paid,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,80,"accepts business sellers, paid",/research/marketplaces/
SaaSGenius,Business Directories,Global,global,READY,Create a business profile,https://www.saasgenius.com/get-listed/,free,LOW,Unknown,Unknown,verified,,,56,"tier tier3, priority P3",/research/business-directories/opportunities/
SaaSHub,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,free,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,42,"tier tier3, priority P3",/research/business-directories/opportunities/
SaaSHub,"Media, PR & Publishing",Bulgaria,global,NEEDS_RESEARCH,Research the submission route,,freemium,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,66,Media Score 66 (Good),/research/media-pr-publishing/
SaaStr,"Media, PR & Publishing",United States,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
SaaSworthy,Business Directories,Global,global,READY,Create a business profile,https://www.saasworthy.com/offerings,free,LOW,Unknown,Unknown,verified,,,78,"tier tier2, priority P2",/research/business-directories/opportunities/
SaasList,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Sahibinden,Marketplace & Classified Platforms,Turkey,,NEEDS_BROWSER,Verify the route in a browser,,freemium,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,69,"accepts both sellers, freemium",/research/marketplaces/
Salesforce AppExchange (AgentExchange),Business Directories,Global,global,READY,Create a business profile,https://appexchange.salesforce.com/partners,unknown,LOW,Unknown,Unknown,verified,,,92,"tier tier1, priority P2",/research/business-directories/opportunities/
Salonkee Deutschland,Business Directories,Germany,dach,NEEDS_BROWSER,Verify the route in a browser,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
San Francisco Chamber of Commerce,Business Directories,United States,regional,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Saramin,Business Directories,South Korea,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,86,"tier tier1, priority P2",/research/business-directories/opportunities/
Saramin,Marketplace & Classified Platforms,South Korea,,NEEDS_RESEARCH,Research the submission route,,paid,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,80,"accepts business sellers, paid",/research/marketplaces/
Satu.kz,Business Directories,Kazakhstan,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,68,"tier tier2, priority P2",/research/business-directories/opportunities/
Sbazar,Marketplace & Classified Platforms,Czech Republic,,NEEDS_RESEARCH,Research the submission route,,freemium,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,74,"accepts both sellers, freemium",/research/marketplaces/
Schweizfirmen,Business Directories,Switzerland,country-specific,READY,Create a business profile,https://www.schweizfirmen.ch/kontakt,unknown,LOW,Unknown,Unknown,verified,,,56,"tier tier3, priority P3",/research/business-directories/opportunities/
Scoop,"Media, PR & Publishing",New Zealand,national,READY,Distribute a press release,https://www.scoop.co.nz/about/submit.html,freemium,MEDIUM,Unknown,Unknown,verified,,,56,Media Score 56 (Moderate),/research/media-pr-publishing/
Scoot,Business Directories,United Kingdom,united-kingdom,READY,Create a business profile,https://www.scoot.co.uk/add-listing,freemium,MEDIUM,Easy,Unknown,verified,,,96,"tier tier1, priority P2",/research/business-directories/opportunities/
Search Engine Land,"Media, PR & Publishing",United States,global,READY,Submit a contributed article,https://searchengineland.com/contact,mixed,MEDIUM,Unknown,Unknown,verified,,,86,Media Score 86 (Strong),/research/media-pr-publishing/
Sección Amarilla,Business Directories,Mexico,latam,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,94,"tier tier1, priority P1",/research/business-directories/opportunities/
SecurityWeek,"Media, PR & Publishing",United States,global,READY,Submit company news,https://www.securityweek.com/submit-tip/,unknown,LOW,Unknown,Unknown,verified,,,88,Media Score 88 (Exceptional),/research/media-pr-publishing/
Seedcamp,Business Directories,United Kingdom,europe,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Seedtable,Business Directories,Global,europe,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
SelectHub,Business Directories,Global,global; north-america,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
SelectedFirms,Business Directories,Global,global,READY,Create a business profile,https://selectedfirms.co/get-listed,freemium,LOW,Unknown,Unknown,verified,,,56,"tier tier3, priority P3",/research/business-directories/opportunities/
Semiconductor Digest,"Media, PR & Publishing",United States,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
Seminuevos,Marketplace & Classified Platforms,Mexico,,NEEDS_RESEARCH,Research the submission route,,paid,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,68,"accepts both sellers, paid",/research/marketplaces/
Semrush Agency Partners,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,94,"tier tier1, priority P1",/research/business-directories/opportunities/
Sendo,Business Directories,Vietnam,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Seniorly,Business Directories,United States,united-states,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
ServiceSeeking,Business Directories,Australia,australia,READY,Create a business profile,https://www.serviceseeking.com.au/list-your-business,unknown,LOW,Unknown,Unknown,verified,,,78,"tier tier2, priority P2",/research/business-directories/opportunities/
Servicefinder,Business Directories,Sweden,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Setmore,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,free,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Sharecare,Business Directories,United States,united-states,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Shega,"Media, PR & Publishing",Ethiopia,national,READY,Submit a contributed article,https://shega.co/guest-contribution,mixed,MEDIUM,Unknown,Unknown,verified,,,83,Media Score 83 (Strong),/research/media-pr-publishing/
Shifter,"Media, PR & Publishing",Norway,national,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
Shine.com,Business Directories,India,india,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Shop.com.mm,Marketplace & Classified Platforms,Myanmar,,READY,Create a seller account,https://pages.shop.com.mm/wow/i/mm/MMCampaign/sell-on-shop?hybrid=1,free,LOW,Unknown,Unknown,verified,,,86,"accepts business sellers, unknown",/research/marketplaces/
Shopify App Store,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,82,"tier tier1, priority P2",/research/business-directories/opportunities/
Shopify Partners,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,94,"tier tier1, priority P1",/research/business-directories/opportunities/
Shopper Approved,Business Directories,Global,global; north-america,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Shore,Business Directories,Germany,dach,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
ShowMeLocal,Business Directories,United States,united-states,NEEDS_BROWSER,Verify the route in a browser,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
SideProjectors,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Sifted,"Media, PR & Publishing",United Kingdom,regional,READY,Pitch the editorial team,https://sifted.eu/pitch-your-story,free,MEDIUM,Unknown,Unknown,verified,,,87,Media Score 87 (Strong),/research/media-pr-publishing/
Siksin,Business Directories,South Korea,country-specific,NEEDS_BROWSER,Verify the route in a browser,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Silicon Republic,"Media, PR & Publishing",Ireland,national,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
Silicon UK,"Media, PR & Publishing",United Kingdom,national,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
SiliconANGLE,"Media, PR & Publishing",United States,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
Singapore Business Federation,Business Directories,Singapore,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,86,"tier tier1, priority P2",/research/business-directories/opportunities/
Sitios México,Business Directories,Mexico,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Sittercity,Business Directories,United States,united-states,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Skelbiu.lt,Marketplace & Classified Platforms,Lithuania,,NEEDS_RESEARCH,Research the submission route,,freemium,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,77,"accepts both sellers, freemium",/research/marketplaces/
Skift,"Media, PR & Publishing",United States,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
SkipTheDishes,Business Directories,Canada,canada,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,86,"tier tier1, priority P2",/research/business-directories/opportunities/
Slack Marketplace,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,86,"tier tier1, priority P2",/research/business-directories/opportunities/
Slant,Business Directories,Global,global,NEEDS_BROWSER,Verify the route in a browser,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Slashdot Software Directory,Business Directories,Global,global,NEEDS_BROWSER,Verify the route in a browser,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,42,"tier tier3, priority P3",/research/business-directories/opportunities/
Slevomat,Business Directories,Czech Republic,country-specific,NEEDS_BROWSER,Verify the route in a browser,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Slice,Business Directories,United States,united-states,NEEDS_BROWSER,Verify the route in a browser,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Smart Business Directory,Business Directories,United Kingdom,united-kingdom,READY,Create a business profile,https://www.smartbusinessdirectory.co.uk/business-advertising/,paid,LOW,Unknown,Unknown,verified,,,56,"tier tier3, priority P3",/research/business-directories/opportunities/
Smart Passive Income,"Media, PR & Publishing",United States,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
SmartCompany,"Media, PR & Publishing",Australia,national,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
SmartCustomer,Business Directories,Global,global; north-america,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,68,"tier tier2, priority P2",/research/business-directories/opportunities/
SmartGuy,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Smashing Magazine,"Media, PR & Publishing",Germany,global,READY,Submit a contributed article,https://www.smashingmagazine.com/write-for-us/,free,MEDIUM,Unknown,Unknown,verified,,,88,Media Score 88 (Exceptional),/research/media-pr-publishing/
Snap Store,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,free,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,60,"tier tier2, priority P3",/research/business-directories/opportunities/
Snapdeal,Business Directories,India,india,NEEDS_BROWSER,Verify the route in a browser,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Snowflake Partners,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,86,"tier tier1, priority P2",/research/business-directories/opportunities/
Snupit,Business Directories,South Africa,country-specific,READY,Create a business profile,https://www.snupit.co.za/join-as-a-pro.aspx,free,LOW,Unknown,Unknown,verified,,,78,"tier tier2, priority P2",/research/business-directories/opportunities/
Softpedia,Business Directories,Global,europe; global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
